Código do Nível Geográfico;Nível Geográfico;Código do Item Geográfico;Item Geográfico;Ordem Geográfica;Código do Item Temporal;Nível Temporal;Item Temporal;Idade calculada, anos, classe;Idade calculada, anos, classe (código);Idade calculada, anos, classe (ordem);Sexo;Sexo (código);Sexo (ordem);Residência em 31/07/2005, município;Residência em 31/07/2005, município (código);Residência em 31/07/2005, município (ordem);Frequência;Observações
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Masculino;1;1;FAZENDA RIO GRANDE;4107652;4107652;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Masculino;1;1;PINHAIS;4119152;4119152;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Masculino;1;1;RIO NEGRO;4122305;4122305;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Feminino;2;2;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Feminino;2;2;CURITIBA;4106902;4106902;53;7
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 18 a 19 anos;5;5;Masculino;1;1;CONTENDA;4106209;4106209;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 18 a 19 anos;5;5;Masculino;1;1;CURITIBA;4106902;4106902;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 18 a 19 anos;5;5;Masculino;1;1;PINHAIS;4119152;4119152;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 18 a 19 anos;5;5;Feminino;2;2;CERRO AZUL;4105201;4105201;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 18 a 19 anos;5;5;Feminino;2;2;CURITIBA;4106902;4106902;59;7
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Masculino;1;1;ARAUCÁRIA;4101804;4101804;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Masculino;1;1;CAMPO LARGO;4104204;4104204;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Masculino;1;1;CURITIBA;4106902;4106902;150;15
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;CAMPO LARGO;4104204;4104204;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;CURITIBA;4106902;4106902;162;17
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;LAPA;4113205;4113205;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;QUITANDINHA;4121208;4121208;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;RIO NEGRO;4122305;4122305;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Masculino;1;1;ARAUCÁRIA;4101804;4101804;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Masculino;1;1;CURITIBA;4106902;4106902;251;27
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Masculino;1;1;LAPA;4113205;4113205;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Masculino;1;1;MANDIRITUBA;4114302;4114302;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Masculino;1;1;PINHAIS;4119152;4119152;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Masculino;1;1;PIRAQUARA;4119509;4119509;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Masculino;1;1;QUITANDINHA;4121208;4121208;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Masculino;1;1;RIO NEGRO;4122305;4122305;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Feminino;2;2;CURITIBA;4106902;4106902;275;27
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Feminino;2;2;MANDIRITUBA;4114302;4114302;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Feminino;2;2;PINHAIS;4119152;4119152;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Masculino;1;1;ARAUCÁRIA;4101804;4101804;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Masculino;1;1;COLOMBO;4105805;4105805;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Masculino;1;1;CURITIBA;4106902;4106902;276;30
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Masculino;1;1;LAPA;4113205;4113205;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Feminino;2;2;ARAUCÁRIA;4101804;4101804;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Feminino;2;2;COLOMBO;4105805;4105805;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Feminino;2;2;CURITIBA;4106902;4106902;323;36
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Feminino;2;2;PINHAIS;4119152;4119152;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Masculino;1;1;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Masculino;1;1;CAMPO LARGO;4104204;4104204;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Masculino;1;1;CURITIBA;4106902;4106902;158;19
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Masculino;1;1;FAZENDA RIO GRANDE;4107652;4107652;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Masculino;1;1;PINHAIS;4119152;4119152;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Feminino;2;2;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Feminino;2;2;CAMPO LARGO;4104204;4104204;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Feminino;2;2;COLOMBO;4105805;4105805;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Feminino;2;2;CURITIBA;4106902;4106902;170;17
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Feminino;2;2;FAZENDA RIO GRANDE;4107652;4107652;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Feminino;2;2;RIO NEGRO;4122305;4122305;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Masculino;1;1;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Masculino;1;1;CAMPO LARGO;4104204;4104204;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Masculino;1;1;COLOMBO;4105805;4105805;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Masculino;1;1;CURITIBA;4106902;4106902;157;13
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Feminino;2;2;CONTENDA;4106209;4106209;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Feminino;2;2;CURITIBA;4106902;4106902;112;7
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Feminino;2;2;LAPA;4113205;4113205;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Feminino;2;2;PINHAIS;4119152;4119152;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 45 a 49 anos;11;11;Masculino;1;1;CURITIBA;4106902;4106902;232;20
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 45 a 49 anos;11;11;Feminino;2;2;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 45 a 49 anos;11;11;Feminino;2;2;CAMPO LARGO;4104204;4104204;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 45 a 49 anos;11;11;Feminino;2;2;COLOMBO;4105805;4105805;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 45 a 49 anos;11;11;Feminino;2;2;CURITIBA;4106902;4106902;97;10
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Masculino;1;1;CAMPO LARGO;4104204;4104204;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Masculino;1;1;CERRO AZUL;4105201;4105201;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Masculino;1;1;CURITIBA;4106902;4106902;56;6
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Masculino;1;1;PIRAQUARA;4119509;4119509;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Masculino;1;1;TUNAS DO PARANÁ;4127882;4127882;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Feminino;2;2;CURITIBA;4106902;4106902;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Feminino;2;2;RIO NEGRO;4122305;4122305;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Feminino;2;2;TUNAS DO PARANÁ;4127882;4127882;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 55 a 59 anos;13;13;Masculino;1;1;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 55 a 59 anos;13;13;Masculino;1;1;ARAUCÁRIA;4101804;4101804;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 55 a 59 anos;13;13;Masculino;1;1;CURITIBA;4106902;4106902;38;7
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 55 a 59 anos;13;13;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 55 a 59 anos;13;13;Feminino;2;2;CURITIBA;4106902;4106902;20;6
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 60 a 64 anos;14;14;Masculino;1;1;CURITIBA;4106902;4106902;35;7
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 60 a 64 anos;14;14;Masculino;1;1;FAZENDA RIO GRANDE;4107652;4107652;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 60 a 64 anos;14;14;Feminino;2;2;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 60 a 64 anos;14;14;Feminino;2;2;CAMPO LARGO;4104204;4104204;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 60 a 64 anos;14;14;Feminino;2;2;CURITIBA;4106902;4106902;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 65 a 69 anos;15;15;Masculino;1;1;CURITIBA;4106902;4106902;81;10
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 65 a 69 anos;15;15;Feminino;2;2;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 65 a 69 anos;15;15;Feminino;2;2;CURITIBA;4106902;4106902;80;10
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 75 a 79 anos;17;17;Masculino;1;1;CURITIBA;4106902;4106902;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 75 a 79 anos;17;17;Feminino;2;2;FAZENDA RIO GRANDE;4107652;4107652;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 80 a 84 anos;18;18;Feminino;2;2;CURITIBA;4106902;4106902;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;AGUDOS DO SUL;4100301;4100301;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;ARAUCÁRIA;4101804;4101804;66;7
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;CAMPO LARGO;4104204;4104204;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;COLOMBO;4105805;4105805;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;CONTENDA;4106209;4106209;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;CURITIBA;4106902;4106902;1014;123
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;ITAPERUÇU;4111258;4111258;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;LAPA;4113205;4113205;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;PIÊN;4119103;4119103;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;PINHAIS;4119152;4119152;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;PIRAQUARA;4119509;4119509;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;QUATRO BARRAS;4120804;4120804;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;RIO BRANCO DO SUL;4122206;4122206;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;RIO NEGRO;4122305;4122305;58;6
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;TIJUCAS DO SUL;4127601;4127601;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;DOUTOR ULYSSES;4128633;4128633;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;AGUDOS DO SUL;4100301;4100301;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;ARAUCÁRIA;4101804;4101804;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;CAMPO DO TENENTE;4104105;4104105;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;CAMPO LARGO;4104204;4104204;36;6
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;COLOMBO;4105805;4105805;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;CONTENDA;4106209;4106209;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;CURITIBA;4106902;4106902;953;111
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;FAZENDA RIO GRANDE;4107652;4107652;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;LAPA;4113205;4113205;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;MANDIRITUBA;4114302;4114302;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;PIÊN;4119103;4119103;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;PINHAIS;4119152;4119152;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;RIO BRANCO DO SUL;4122206;4122206;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;RIO NEGRO;4122305;4122305;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;93;13
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;TIJUCAS DO SUL;4127601;4127601;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;DOUTOR ULYSSES;4128633;4128633;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;AGUDOS DO SUL;4100301;4100301;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;ARAUCÁRIA;4101804;4101804;34;6
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;BOCAIÚVA DO SUL;4103107;4103107;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;CAMPO DO TENENTE;4104105;4104105;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;CAMPO LARGO;4104204;4104204;43;6
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;COLOMBO;4105805;4105805;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;CURITIBA;4106902;4106902;1178;142
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;FAZENDA RIO GRANDE;4107652;4107652;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;LAPA;4113205;4113205;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;MANDIRITUBA;4114302;4114302;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;PIÊN;4119103;4119103;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;PINHAIS;4119152;4119152;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;PIRAQUARA;4119509;4119509;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;RIO BRANCO DO SUL;4122206;4122206;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;RIO NEGRO;4122305;4122305;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;115;17
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;AGUDOS DO SUL;4100301;4100301;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;ARAUCÁRIA;4101804;4101804;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;CAMPO LARGO;4104204;4104204;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;COLOMBO;4105805;4105805;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;CONTENDA;4106209;4106209;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;CURITIBA;4106902;4106902;1224;144
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;LAPA;4113205;4113205;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;PIÊN;4119103;4119103;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;RIO BRANCO DO SUL;4122206;4122206;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;RIO NEGRO;4122305;4122305;101;10
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;121;15
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;TIJUCAS DO SUL;4127601;4127601;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Masculino;1;1;AGUDOS DO SUL;4100301;4100301;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Masculino;1;1;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9032;Unidade da Federação;42;Santa Catarina;6;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Masculino;1;1;ARAUCÁRIA;4101804;4101804;X;X
